# beta(deg),gamma(deg)
98.717,82.252
81.283,82.252
90.000,277.673
90.000,82.327
126.505,280.568
53.495,280.568
126.505,79.432
53.495,79.432
168.358,318.675
11.642,318.675
168.358,41.325
11.642,41.325
140.519,284.539
39.481,284.539
140.519,75.461
39.481,75.461
154.802,292.220
25.198,292.220
154.802,67.780
25.198,67.780
121.947,281.732
58.053,281.732
121.947,78.268
58.053,78.268
168.957,339.652
11.043,339.652
168.957,20.348
11.043,20.348
129.389,284.035
50.611,284.035
129.389,75.965
50.611,75.965
163.985,314.037
16.015,314.037
163.985,45.963
16.015,45.963
117.404,282.756
62.596,282.756
117.404,77.244
62.596,77.244
113.413,282.359
66.587,282.359
113.413,77.641
66.587,77.641
143.274,289.262
36.726,289.262
143.274,70.738
36.726,70.738
150.289,293.575
29.711,293.575
150.289,66.425
29.711,66.425
101.057,281.659
78.943,281.659
101.057,78.341
78.943,78.341
109.306,282.134
70.694,282.134
109.306,77.866
70.694,77.866
97.050,281.542
82.950,281.542
97.050,78.458
82.950,78.458
105.162,281.904
74.838,281.904
105.162,78.096
74.838,78.096
136.716,286.902
43.284,286.902
136.716,73.098
43.284,73.098
92.364,281.568
87.636,281.568
92.364,78.432
87.636,78.432
157.500,301.717
22.500,301.717
157.500,58.283
22.500,58.283
168.106,0.000
11.894,0.000
132.246,288.012
47.754,288.012
132.246,71.988
47.754,71.988
159.398,311.348
20.602,311.348
159.398,48.652
20.602,48.652
145.807,294.544
34.193,294.544
145.807,65.456
34.193,65.456
120.279,285.944
59.721,285.944
120.279,74.056
59.721,74.056
165.160,344.936
14.840,344.936
165.160,15.064
14.840,15.064
127.656,288.803
52.344,288.803
127.656,71.197
52.344,71.197
160.810,322.721
19.190,322.721
160.810,37.279
19.190,37.279
111.624,286.412
68.376,286.412
111.624,73.588
68.376,73.588
103.442,285.759
76.558,285.759
103.442,74.241
76.558,74.241
94.675,285.450
85.325,285.450
94.675,74.550
85.325,74.550
134.849,292.157
45.151,292.157
134.849,67.843
45.151,67.843
154.936,309.704
25.064,309.704
154.936,50.296
25.064,50.296
141.787,296.262
38.213,296.262
141.787,63.738
38.213,63.738
148.500,301.717
31.500,301.717
148.500,58.283
31.500,58.283
123.032,289.534
56.968,289.534
123.032,70.466
56.968,70.466
161.410,335.428
18.590,335.428
161.410,24.572
18.590,24.572
118.439,290.212
61.561,290.212
118.439,69.788
61.561,69.788
137.290,296.742
42.710,296.742
137.290,63.258
42.710,63.258
150.427,308.563
29.573,308.563
150.427,51.437
29.573,51.437
161.120,348.224
18.880,348.224
161.120,11.776
18.880,11.776
125.711,293.374
54.289,293.374
125.711,66.626
54.289,66.626
113.918,290.660
66.082,290.660
113.918,69.340
66.082,69.340
109.829,290.202
70.171,290.202
109.829,69.798
70.171,69.798
101.606,289.410
78.394,289.410
101.606,70.590
78.394,70.590
105.702,289.789
74.298,289.789
105.702,70.211
74.298,70.211
157.321,329.033
22.679,329.033
157.321,30.967
22.679,30.967
97.054,289.565
82.946,289.565
97.054,70.435
82.946,70.435
92.367,289.538
87.633,289.538
92.367,70.462
87.633,70.462
132.759,297.119
47.241,297.119
132.759,62.881
47.241,62.881
151.986,316.238
28.014,316.238
151.986,43.762
28.014,43.762
160.177,0.000
19.823,0.000
139.500,301.717
40.500,301.717
139.500,58.283
40.500,58.283
145.940,307.745
34.060,307.745
145.940,52.255
34.060,52.255
128.257,297.418
51.743,297.418
128.257,62.582
51.743,62.582
116.550,294.153
63.450,294.153
116.550,65.847
63.450,65.847
153.093,324.521
26.907,324.521
153.093,35.479
26.907,35.479
157.208,350.192
22.792,350.192
157.208,9.808
22.792,9.808
141.804,308.234
38.196,308.234
141.804,51.766
38.196,51.766
107.918,293.927
72.082,293.927
107.918,66.073
72.082,66.073
123.599,297.665
56.401,297.665
123.599,62.335
56.401,62.335
99.265,293.537
80.735,293.537
99.265,66.463
80.735,66.463
153.689,333.697
26.311,333.697
153.689,26.303
26.311,26.303
130.500,301.717
49.500,301.717
130.500,58.283
49.500,58.283
90.000,293.639
90.000,66.361
148.797,321.498
31.203,321.498
148.797,38.502
31.203,38.502
119.094,297.855
60.906,297.855
119.094,62.145
60.906,62.145
137.308,307.660
42.692,307.660
137.308,52.340
42.692,52.340
143.419,314.216
36.581,314.216
143.419,45.784
36.581,45.784
153.741,342.676
26.259,342.676
153.741,17.324
26.259,17.324
114.557,298.009
65.443,298.009
114.557,61.991
65.443,61.991
110.051,298.128
69.949,298.128
110.051,61.872
69.949,61.872
132.764,307.208
47.236,307.208
132.764,52.792
47.236,52.792
105.944,297.532
74.056,297.532
105.944,62.468
74.056,62.468
153.243,351.594
26.757,351.594
153.243,8.406
26.757,8.406
144.709,320.686
35.291,320.686
144.709,39.314
35.291,39.314
121.500,301.717
58.500,301.717
121.500,58.283
58.500,58.283
101.433,297.611
78.567,297.611
101.433,62.389
78.567,62.389
149.982,336.932
30.018,336.932
149.982,23.068
30.018,23.068
96.878,297.660
83.122,297.660
96.878,62.340
83.122,62.340
92.367,297.685
87.633,297.685
92.367,62.315
87.633,62.315
152.247,0.000
27.753,0.000
128.261,306.851
51.739,306.851
128.261,53.149
51.739,53.149
145.606,327.465
34.394,327.465
145.606,32.535
34.394,32.535
134.787,313.129
45.213,313.129
134.787,46.871
45.213,46.871
112.500,301.717
67.500,301.717
112.500,58.283
67.500,58.283
140.586,319.981
39.414,319.981
140.586,40.019
39.414,40.019
123.533,306.553
56.467,306.553
123.533,53.447
56.467,53.447
146.136,334.803
33.864,334.803
146.136,25.197
33.864,25.197
149.299,352.600
30.701,352.600
149.299,7.400
30.701,7.400
103.500,301.717
76.500,301.717
103.500,58.283
76.500,58.283
119.026,306.326
60.974,306.326
119.026,53.674
60.974,53.674
136.494,319.373
43.506,319.373
136.494,40.627
43.506,40.627
94.500,301.717
85.500,301.717
94.500,58.283
85.500,58.283
146.182,341.941
33.818,341.941
146.182,18.059
33.818,18.059
114.474,306.141
65.526,306.141
114.474,53.859
65.526,53.859
125.588,311.669
54.412,311.669
125.588,48.331
54.412,48.331
142.196,332.786
37.804,332.786
142.196,27.214
37.804,27.214
145.803,349.078
34.197,349.078
145.803,10.922
34.197,10.922
132.037,318.055
47.963,318.055
132.037,41.945
47.963,41.945
109.964,305.999
70.036,305.999
109.964,54.001
70.036,54.001
137.537,325.052
42.463,325.052
137.537,34.948
42.463,34.948
105.885,305.223
74.115,305.223
105.885,54.777
74.115,54.777
101.378,305.158
78.622,305.158
101.378,54.842
78.622,54.842
96.839,305.116
83.161,305.116
96.839,54.884
83.161,54.884
145.006,355.936
34.994,355.936
145.006,4.064
34.994,4.064
92.331,305.095
87.669,305.095
92.331,54.905
87.669,54.905
127.407,317.107
52.593,317.107
127.407,42.893
52.593,42.893
138.188,331.106
41.812,331.106
138.188,28.894
41.812,28.894
116.357,310.734
63.643,310.734
116.357,49.266
63.643,49.266
142.201,346.083
37.799,346.083
142.201,13.917
37.799,13.917
107.771,309.501
72.229,309.501
107.771,50.499
72.229,50.499
122.728,316.229
57.272,316.229
122.728,43.771
57.272,43.771
138.541,337.330
41.459,337.330
138.541,22.670
41.459,22.670
99.184,308.568
80.816,308.568
99.184,51.432
80.816,51.432
141.853,0.000
38.147,0.000
128.926,322.748
51.074,322.748
128.926,37.252
51.074,37.252
134.190,329.716
45.810,329.716
134.190,30.284
45.810,30.284
90.000,308.484
90.000,51.516
118.094,315.417
61.906,315.417
118.094,44.583
61.906,44.583
138.572,343.545
41.428,343.545
138.572,16.455
41.428,16.455
113.564,314.885
66.436,314.885
113.564,45.115
66.436,45.115
130.304,328.386
49.696,328.386
130.304,31.614
49.696,31.614
109.554,313.907
70.446,313.907
109.554,46.093
70.446,46.093
101.498,312.024
78.502,312.024
101.498,47.976
78.502,47.976
105.508,312.955
74.492,312.955
105.508,47.045
74.492,47.045
138.136,349.541
41.864,349.541
138.136,10.459
41.864,10.459
138.537,356.481
41.463,356.481
138.537,3.519
41.463,3.519
96.961,311.895
83.039,311.895
96.961,48.105
83.039,48.105
92.331,311.917
87.669,311.917
92.331,48.083
87.669,48.083
119.765,320.478
60.235,320.478
119.765,39.522
60.235,39.522
134.747,341.198
45.253,341.198
134.747,18.802
45.253,18.802
125.783,326.821
54.217,326.821
125.783,33.179
54.217,33.179
130.806,333.758
49.194,333.758
130.806,26.242
49.194,26.242
111.198,318.385
68.802,318.385
111.198,41.615
68.802,41.615
135.151,353.440
44.849,353.440
135.151,6.560
44.849,6.560
103.232,316.318
76.768,316.318
103.232,43.682
76.768,43.682
121.196,325.443
58.804,325.443
121.196,34.557
58.804,34.557
131.043,339.236
48.957,339.236
131.043,20.764
48.957,20.764
94.622,315.339
85.378,315.339
94.622,44.661
85.378,44.661
116.632,324.231
63.368,324.231
116.632,35.769
63.368,35.769
130.996,344.687
49.004,344.687
130.996,15.313
49.004,15.313
122.465,330.593
57.535,330.593
122.465,29.407
57.535,29.407
127.282,337.443
52.718,337.443
127.282,22.557
52.718,22.557
112.751,323.126
67.249,323.126
112.751,36.874
67.249,36.874
131.517,350.685
48.483,350.685
131.517,9.315
48.483,9.315
131.875,356.868
48.125,356.868
131.875,3.132
48.125,3.132
108.792,321.935
71.208,321.935
108.792,38.065
71.208,38.065
96.958,318.612
83.042,318.612
96.958,41.388
83.042,41.388
100.803,319.757
79.197,319.757
100.803,40.243
79.197,40.243
104.784,320.814
75.216,320.814
104.784,39.186
75.216,39.186
92.329,318.591
87.671,318.591
92.329,41.409
87.671,41.409
123.535,335.819
56.465,335.819
123.535,24.181
56.465,24.181
127.985,348.316
52.015,348.316
127.985,11.684
52.015,11.684
114.097,327.815
65.903,327.815
114.097,32.185
65.903,32.185
128.484,0.000
51.516,0.000
119.059,334.037
60.941,334.037
119.059,25.963
60.941,25.963
123.693,340.794
56.307,340.794
123.693,19.206
56.307,19.206
90.000,321.853
90.000,38.147
106.279,325.398
73.721,325.398
106.279,34.602
73.721,34.602
98.477,323.025
81.523,323.025
98.477,36.975
81.523,36.975
124.368,346.173
55.632,346.173
124.368,13.827
55.632,13.827
115.286,332.636
64.714,332.636
115.286,27.364
64.714,27.364
124.830,351.659
55.170,351.659
124.830,8.341
55.170,8.341
111.471,331.294
68.529,331.294
111.471,28.706
68.529,28.706
125.062,357.152
54.938,357.152
125.062,2.848
54.938,2.848
92.329,325.073
87.671,325.073
92.329,34.927
87.671,34.927
107.686,330.010
72.314,330.010
107.686,29.990
72.314,29.990
96.113,326.288
83.887,326.288
96.113,33.712
83.887,33.712
120.744,344.239
59.256,344.239
120.744,15.761
59.256,15.761
116.287,337.518
63.713,337.518
116.287,22.482
63.713,22.482
103.723,328.733
76.277,328.733
103.723,31.267
76.277,31.267
99.935,327.507
80.065,327.507
99.935,32.493
80.065,32.493
121.608,354.714
58.392,354.714
121.608,5.286
58.392,5.286
116.389,342.143
63.611,342.143
116.389,17.857
63.611,17.857
108.816,334.639
71.184,334.639
108.816,25.361
71.184,25.361
93.770,329.509
86.230,329.509
93.770,30.491
86.230,30.491
101.304,332.006
78.696,332.006
101.304,27.994
78.696,27.994
117.017,347.143
62.983,347.143
117.017,12.857
62.983,12.857
112.700,340.519
67.300,340.519
112.700,19.481
67.300,19.481
117.444,352.245
62.556,352.245
117.444,7.755
62.556,7.755
108.957,338.982
71.043,338.982
108.957,21.018
71.043,21.018
117.659,357.327
62.341,357.327
117.659,2.673
62.341,2.673
90.000,332.247
90.000,27.753
105.228,337.547
74.772,337.547
105.228,22.453
74.772,22.453
93.774,333.491
86.226,333.491
93.774,26.509
86.226,26.509
101.327,336.094
78.673,336.094
101.327,23.906
78.673,23.906
97.571,334.781
82.429,334.781
97.571,25.219
82.429,25.219
113.212,349.910
66.788,349.910
113.212,10.090
66.788,10.090
109.022,343.366
70.978,343.366
109.022,16.634
70.978,16.634
113.639,0.000
66.361,0.000
93.784,337.508
86.216,337.508
93.784,22.492
86.216,22.492
101.443,340.287
78.557,340.287
101.443,19.713
78.557,19.713
108.998,347.715
71.002,347.715
108.998,12.285
71.002,12.285
109.411,352.519
70.589,352.519
109.411,7.481
70.589,7.481
105.317,346.054
74.683,346.054
105.317,13.946
74.683,13.946
109.520,357.488
70.480,357.488
109.520,2.512
70.480,2.512
90.000,340.177
90.000,19.823
101.484,344.521
78.516,344.521
101.484,15.479
78.516,15.479
93.787,341.490
86.213,341.490
93.787,18.510
86.213,18.510
97.618,342.992
82.382,342.992
97.618,17.008
82.382,17.008
105.398,355.151
74.602,355.151
105.398,4.849
74.602,4.849
101.440,348.716
78.560,348.716
101.440,11.284
78.560,11.284
93.817,345.648
86.183,345.648
93.817,14.352
86.183,14.352
101.454,352.806
78.546,352.806
101.454,7.194
78.546,7.194
101.558,357.587
78.442,357.587
101.558,2.413
78.442,2.413
90.000,348.106
90.000,11.894
97.658,351.204
82.342,351.204
97.658,8.796
82.342,8.796
93.819,349.630
86.181,349.630
93.819,10.370
86.181,10.370
97.673,0.000
82.327,0.000
93.825,353.648
86.175,353.648
93.825,6.352
86.175,6.352
93.827,357.631
86.173,357.631
93.827,2.369
86.173,2.369
90.000,356.035
90.000,3.965
